sessionid,day,time,duration,room,track,type,kids category,title,description,participants
634,Fri,8:30 PM,2hr 30min,Independence,Art & Maker,Participatory Event,Welcome,Drop in Coloring,Coloring is a relaxing way to ease into the con! We have coloring pages and colored pencils for your enjoyment!,
636,Sat,7:00 PM,1hr,Grand Ballroom A,Fan Interest,Participatory Event,Welcome,Walk the Labyrinth ,"What’s blue & white and bigger on the inside? Our 30’x30’ seven-circuit classical labyrinth!
A tool for walking meditation, self-inquiry, relaxation, or just for fun, use it to find a little peace during the excitement of Arisia. The labyrinth is open to all who can respect the space. You can arrive anytime and walk it as many times as you'd like.", Jude Shabry (m)
640,Sun,4:00 PM,4hr 30min,Stone,Art & Maker,Meetup,Welcome,Drop in Coloring and Crafting,"Bring your latest sewing or knitting project, your small handcrafts, or just come and color and relax in good company, ",
641,Sun,10:00 PM,10hr,Independence,Gaming,Board Game,Not Allowed,Arkham Horror: A Night of Mayhem (18+),"It is the roaring 20s, and while there’s electricity in the air, unnatural storms are brewing as well. Strange things are happening in the small Massachusetts town of Arkham: people have gone missing, sightings of indescribable creatures grow more and more frequent. Join us for an overnight marathon of eerie happenings until all investigator’s succumb to the darkness or the morning sun banishes the Ancient One. Games will be drop-in/drop-out and new players are welcome. 18+ only.", Rob Castiello (m)
642,Sat,6:00 PM,1hr 40min,Grand Ballroom B,Theater,Performance,Welcome,The MRS. HAWKING Series: Fallen Woman,"London, 1888— Mrs. Hawking’s great rival may have been vanquished, but the struggle has left rifts in the once-close bond between our heroes. They find themselves alienated and in pain even as they must take on the infamous murderer Jack the Ripper. A new life path opening up for Mary, Nathaniel’s lingering trauma, and Mrs. Hawking’s pulling away from her chosen family threaten to shatter the team forever. CN: gunshots, mention of spousal violence, violence against sex workers.", Phoebe Roberts (m)
645,Sat,10:00 PM,1hr 30min,Grand Ballroom AB,Theater,Performance,Welcome,PMRP Gender-Swapped Star Trek: By Any Other Name,"The crew of the Enterprise is captured by aliens set on reaching the Andromeda galaxy. It is up to Kirk and her officers to stop them, even if only with their wits—and Scotty’s liquor cabinet.", Caitlin
646,Sat,2:00 PM,1hr 30min,Grand Ballroom CD,Theater,Performance,Welcome,Catalyze Short Play Readings,A selection of short science fiction plays from local playwriting collaborative Catalyze! ," Gillian Daniels, Nathan Comstock"
647,Sat,11:00 PM,1hr,Grand Ballroom CD,Theater,Performance,Not Allowed,"Get Thee Behind Me, Santa (18+)","An Inexcusably Filthy Children's Time-Travel Farce, FOR ADULTS ONLY! It’s December 21st, 2012, and something’s gone terribly wrong with the timeline. Now it’s up to Saint Nicholas, a soft-boiled detective, and an unknown carpenter’s son named Jesus of Nazareth to set things right in this giddily blasphemous collection of literary parodies by internationally touring storyteller Phillip Andrew Bennett Low!", phillip andrew bennett low (m)
648,Fri,10:00 PM,4hr,Commonwealth Ballroom ABC,Dance,Dance (Participatory),Welcome,Chronomancy: A 20th Century Dance Party,"Join us when, through the magic of music, we journey through the temporal soundscape of the late 20th century! DJs Xero and Vivian Blush will weave wondrous witchcraft with a wide variety of yesteryear's dance classics from the 70's, 80's & 90's to keep you dancing in celebration of Arisia's 2020 opening night! Find more info at Arisia.SeeDarkly.com"," DJ Xero (m), Vivian Blush"
649,Sat,10:00 AM,1hr,Commonwealth Ballroom ABC,Dance,Dance (Participatory),Welcome,Family Friendly Renaissance Dance,"Family-Friendly Renaissance Dance: Ever wanted to learn some of the fun dances that people do at Ren Fairs? This is your chance! Children aged 8 and up are welcome, and all dances will be beginner-friendly and thoroughly taught. Costumes optional.", Jesse Wertheimer (m)
650,Sat,2:00 PM,1hr 30min,Commonwealth Ballroom ABC,Dance,Dance (Participatory),Welcome,SCA Renaissance Ball,"Come join in a variety of lively dances from the European Renaissance (15th - 17th centuries), suitable for historical or LARP events.  Everything will be taught, and no previous experience is required.  If you have costuming from the period that would be great, but it's absolutely not necessary.  (This is the annual event where we often find a stormtrooper dancing a stately pavane with a warrior princess.)  Sponsored by the Society for Creative Anachronism."," Mark ""Justin"" Waks (m)"
651,Sat,7:30 PM,1hr 30min,Commonwealth Ballroom ABC,Dance,Dance (Participatory),Welcome,English Country Dance," ECD is an elegant, flirtatious, and popular form of community social dance enjoyed by people all over the world, but where else in New England can you try Jane Austen-style dancing with the likes of Darth Vader? Teaching by experienced caller Sam Weiler; lively music by TBD. Dancers are encouraged to change partners between dances. All experience levels welcome. No partner necessary. Costumes optional.", Sam Weiler (m)
652,Sat,11:00 PM,4hr,Commonwealth Ballroom ABC,Dance,Dance (Participatory),Welcome,Arisia Saturday Night Dance,"DJ DIRGE returns for another Saturday night Arisia dance. Join us as DIRGE spins all of your dance floor favorites ranging from Goth, Electronic, and Pop from the 80's to today. The party goes all night so you can dance until you drop.", DJ Dirge (m)
653,Sun,11:00 AM,1hr,Commonwealth Ballroom ABC,Fan Interest,Participatory Event,Welcome,Walk the Labyrinth,"What’s blue & white and bigger on the inside? Our 30’x30’ seven-circuit classical labyrinth! A tool for walking meditation, self-inquiry, relaxation, or just for fun, use it to find a little peace during the excitement of Arisia. The labyrinth is open to all who can respect the space. You can arrive anytime and walk it as many times as you'd like", Jude Shabry (m)
656,Sun,4:00 PM,1hr,Commonwealth Ballroom ABC,Dance,Dance (Participatory),Welcome,Swing Dance Lesson,"An introduction to the lively dance style that grew out of Harlem and jazz music from the 1920s to the 1950s. Swing dancing has not only that ""swinging"" feeling but lots of space for improvisation between partners. Swing dancing is danced socially, which makes it interactive, fun, and a great way to meet and dance with lots of different people. All experience levels welcome; no partner necessary.",
657,Sun,5:00 PM,2hr,Commonwealth Ballroom ABC,Dance,Dance (Participatory),Welcome,Swing Dance,"Swing dancing has not only that ""swinging"" feeling but lots of space for improvisation between partners. Swing dancing is danced socially, which makes it interactive, fun, and a great way to meet and dance with lots of different people. All experience levels welcome; no partner necessary.", Amy Kucharik (m)
658,Mon,10:00 AM,1hr,Commonwealth Ballroom ABC,Fan Interest,Participatory Event,Welcome,Arisia RC Raceway,"Spaces are limited. Hurry to the to the first Annual Arisia RC Raceway!  Bring your own cars electric RC cars to compete in our no-mercy, single-elimination test of speed and control.  Master the track and master yourself!  Spaces are limited.  Look for signup sheets.  Include your name, your car's name, and the frequency or frequencies your car uses.  Each heat begins promptly:  don't be late!", Scott Wilhelm (m)
659,Mon,11:30 AM,1hr,Commonwealth Ballroom ABC,Fan Interest,Participatory Event,Welcome,Splendid Teapot Racing,"Splendid Teapot Racing involves radio-controlled teapots negotiating an obstacle course. Attach a teapot to an RC vehicle and embellish to taste! Will your racer clear the Antique Crockery Slalom, climb the Ramp of Doom, and leap Crocodile Chasm? It doesn't matter, because in this sport failure is hilarious! A few loaner teapot racers will be available, but priority will be given to those who bring their own teapot racers.", Melissa Honig (m)
662,Fri,7:00 PM,4hr 45min,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,An evening with Troika				,"Prepare for some fantasy nonsense with the Numinous Edition of Troika! A recent edition of an old-school British role-playing game. With quick random character generation and equally simple resolution mechanics, you never know quite what to expect. Fans of Terry Pratchett and Douglas Adams should definitely take a look.", Aaron Marks (m)
663,Fri,7:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Utlima Foran: Dead in Venice (Savage Worlds),"It is 1515, 168 years since the Plague of the Dead swept across the world, destroying the kingdoms of men. Europe has partially recovered, establishing fortified fiefs from which to fight back against the Dead. You are a company of adventurers traveling on one of the miraculous airships of Ferrara, escorting a shipment of alchemical reagents to Vienna, a cushy contract, as flying over the Dead infested wilds is far easier than riding through it! Assuming nothing goes wrong with the airship…", Adrian Gunn (m)
664,Sat,1:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Board Game,PG,MtG Cube Draft				,Cube draft is a collection of MTG cards specifically curated for a custom draft format.  Once drafted the game will break off into two 4 player games.  A second round can be played if there is interest.   INCLUDES PRIZE SUPPORT FOR WINNERS!!!, Alan Betts (m)
665,Sat,1:00 PM,3hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Star Trek: Horror at Sarkis V,"Captain's Log, Stardate 7740.5: The Ares left Starbase 6 last night, on assignment to patrol the Tholian border.  The crew is well-rested after an extended leave at the starbase while the ship underwent maintenance on its warp core.  This is expected to be an uneventful deployment.  The Tholians, while xenophobic and fiercely territorial, don’t tend to venture past their own borders.  Generally speaking, if you leave them alone, they’ll leave you alone.", Charles Leiserson (m)
666,Sat,6:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,It’s NOT my Fault! (Fate),"This is a pickup style game of Fate, using their It’s NOT My Fault cards that let you generate characters and a starting situation in minutes. It is improvised fun!", David Buswell-Wible (m)
667,Mon,10:00 AM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,The Fate of Scar Peak (Fate),"Your group of thieves and ner’do wells has an easy assignment: watch the bridge into the city for goons trying to intimidate your Guild Master... what could go wrong? Also, Kaiju.", David Buswell-Wible (m)
668,Fri,7:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Fate of the Flowering Lands (Fate),"Can your group of Archaeonauts discover what the newly risen warlord Judag has in store for the peaceful Flowering Lands before it is too late? Can they find the lost hermit sage Ermon? I hope so, otherwise we are all doomed!", David Buswell-Wible (m)
669,Mon,10:00 AM,3hr,Harbor Ballroom I,Gaming,Board Game,Welcome,Buy the Vote!,A quick 15 minute blind betting game with an US election theme. Tested at Metatopia November 2019 and Anonycon 2019 and people loved it!, David Dai (m)
670,Sat,1:00 PM,3hr,Harbor Ballroom I,Gaming,Board Game,Welcome,Buy the Vote!,A quick 15 minute blind betting game with an US election theme. Tested at Metatopia November 2019 and Anonycon 2019 and people loved it!, David Dai (m)
671,Sun,6:00 PM,3hr,Harbor Ballroom I,Gaming,Board Game,Welcome,Buy the Vote!,A quick 15 minute blind betting game with an US election theme. Tested at Metatopia November 2019 and Anonycon 2019 and people loved it!, David Dai (m)
672,Mon,1:00 PM,3hr,Harbor Ballroom I,Gaming,Board Game,PG-13,Card-Z: a zombie survival card game,See if you can survive one day (4 phases) in the neighborhood., Gerald Kielpinski (m)
673,Fri,9:00 PM,2hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Roll the Dice!,"Hours of character creation got you down? Sick of a DM who won't let you do anything fun? Bored of the same old warriors, mages, and rogues? Well boy do I have the game for you! Welcome to Roll the dice! Where the only thing limiting your creativity is RNG. Want to have you character be 100 feet tall and be able to talk to bees? Roll the dice! Want to retire from adventuring to become a peaceful farmer with a nagging spouse named Skree? Roll the dice! Anything is possible with enough luck!", Jack McDaid (m)
674,Sat,5:00 PM,2hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Roll the Dice!,"Hours of character creation got you down? Sick of a DM who won't let you do anything fun? Bored of the same old warriors, mages, and rogues? Well boy do I have the game for you! Welcome to Roll the dice! Where the only thing limiting your creativity is RNG. Want to have you character be 100 feet tall and be able to talk to bees? Roll the dice! Want to retire from adventuring to become a peaceful farmer with a nagging spouse named Skree? Roll the dice! Anything is possible with enough luck!", Jack McDaid (m)
675,Sun,10:00 PM,2hr,Harbor Ballroom I,Gaming,Tabletop RPG,Not Allowed,Roll the Dice! (18+),"Hours of character creation got you down? Sick of a DM who won't let you do anything fun? Bored of the same old warriors, mages, and rogues? Well boy do I have the game for you! Welcome to Roll the dice! Where the only thing limiting your creativity is RNG. Want to have you character be 100 feet tall and be able to talk to bees? Roll the dice! Want to retire from adventuring to become a peaceful farmer with a nagging spouse named Skree? Roll the dice! Anything is possible with enough luck! 18+.", Jack McDaid (m)
676,Sun,5:30 PM,4hr 30min,Adams,Gaming,Tabletop RPG,Welcome,The Dragon's Disco (D&D 5e),"As seasoned adventurers, when you were all told about the dragon's lair and the treasure that lay within, you were off quickly. After a bit of travel, you have finally arrived... to the unexpected.
Loud music, a glimmering ball, a shining, multicolored dance floor. The lair is popping for the annual monster bash. You will have to figure out how to get what you want, deal with varied guests, and contend with Dragon, the host who wants the most. Players need to bring their own character sheets.", Zev Shields (m)
677,Sat,10:00 AM,3hr,Harbor Ballroom I,Gaming,Board Game,Welcome,Leaf Me Alone,The leaves are falling! Keep your yard the cleanest by quickly making a leaf pile and sending it flying at your opponents. It's a rake to the finish!, Jeff Johnston (m)
678,Sun,7:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Board Game,Welcome,Axis and Allies and Zombies,"It's Axis & Allies with a twist!  Now the armies killed will sometimes turn into zombies that attack everyone.  To win, you'll not only need to defeat the other side, but you'll also need to avoid the Zombiepocalypse.", Kenneth Marin (m)
679,Sun,10:00 AM,3hr,Harbor Ballroom I,Gaming,Board Game,Welcome,Bearly Asleep,You are bear cubs scheming together to stay up all winter long., Jeff Johnston (m)
680,Sat,10:00 AM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,A Gloom-y Journey (Pokemon Tabletop Adventures),"For Pokemon Trainers of the Johto region, everyday is a fun adventure. However today is different than most. Our story begins with several young Pokemon Trainers on their way to Goldenrod City after successfully getting their second gym badges. Before they can get to Goldenrod, they must travel through the winding Ilex Forest and there have been rumors that some curious people have been seen moving through the forest after dark. Do you have what it takes to conquer this challenge?",  Keegan Hannon (m)
681,Sat,7:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,PG-13,Spirit of the Holiday (Clockwork Dominion),"In 1845, the people of London are preparing for the Christmas holiday. Alchemists keep homes of the elite toasty for their parties, and magicians are banishing the malevolent spirits that congregate around this time of year. For a select few however, the days before Christmas are met with assignments. The Witchfinders have a special task for a specialist group: To examine sightings of a suspicious individual. Routine work, but hopefully that means everyone will be home for Christmas soon.",  Keegan Hannon (m)
682,Sun,1:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Just Another Day at School (Little Wizards),"For young Mages and Sorcerers in training, the amount of magical theory (and homework) can be pretty overwhelming to handle. When mischief starts running amok around school grounds however, the Little Wizards may have preferred the essays they had to write. Nevertheless, there's clearly something wrong and it's up to you to the wizards to right things again.",  Keegan Hannon (m)
683,Sun,7:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,PG-13,Spirit of the Holiday (Clockwork Dominion),"In 1845, the people of London are preparing for the Christmas holiday. Alchemists keep homes of the elite toasty for their parties, and magicians are banishing the malevolent spirits that congregate around this time of year. For a select few however, the days before Christmas are met with assignments. The Witchfinders have a special task for a specialist group: To examine sightings of a suspicious individual. Routine work, but hopefully that means everyone will be home for Christmas soon.",  Keegan Hannon (m)
684,Sat,7:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Board Game,Welcome,Arkham Horror (original),"I'm bringing the rare 1987 original version of Arkham Horror to Arisia, so get your shotgun and your Eldritch Signs and let's go save Arkham.", Kenneth Marin (m)
685,Sun,1:00 PM,3hr,Harbor Ballroom I,Gaming,Board Game,Welcome,Speed Circuit,The original race car game, Kenneth Marin (m)
686,Sat,1:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,PG-13,The Infrared god-bot (Paranoia),"The Infrared God-bot of the Outdoor Sector with a Thousand Clones: Something unauthorized is happening in COC sector. The bots are chanting, the walls are bleeding, and all the Yellow clearance clones have disappeared. But don't worry, citizen, the Computer has selected your Troubleshooting team to investigate! It's a mission of mandatory fun and guaranteed safety*! PARANOIA is a lighthearted game of death and betrayal; Now with added Cosmic Horror™! 
( *not valid in all dimensions)", Matthew Timmins (m)
687,Sat,8:00 PM,3hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Ringrealms of Vagevuur (D&D 5E),"""Mother"" is a square pit carved half a mile deep into solid rock. At another half a mile wide, it serves as downtown to the densely packed metropolis of the City of Lost Souls. Citizens shoulder their way through dark, claustrophobic streets. Buildings, carved from rock, reach into the sky like cadaverous hands from a grave. Wooden trains, suspended on ropes crisscrossing the pit, ferry people from one district to another. You, dear adventurer, ride one such train down into the dark streets...", Matt Yancik (m)
688,Sun,8:00 PM,3hr,Harbor Ballroom I,Gaming,Tabletop RPG,PG-13,Ringrealms of Vagevuur (D&D 5E),"""Mother"" is a square pit carved half a mile deep into solid rock. At another half a mile wide, it serves as downtown to the densely packed metropolis of the City of Lost Souls. Citizens shoulder their way through dark, claustrophobic streets. Buildings, carved from rock, reach into the sky like cadaverous hands from a grave. Wooden trains, suspended on ropes crisscrossing the pit, ferry people from one district to another. You, dear adventurer, ride one such train down into the dark streets...", Matt Yancik (m)
689,Fri,5:00 PM,3hr,Harbor Ballroom I,Gaming,Board Game,PG,Ogre board game,"Steve Jackson Games’ Ogre is still going strong since 1977. Giant cybertanks battle along with infantry and armour in a deadly fast-playing game. Help playtest new scenarios on new maps with plastic miniatures. Veterans and novices alike are welcome to enjoy this classic. Help develop the gaming world of the future, today! The scenarios will be submitted for publication in Ogrezine. Stay for as many games as you like; new players may join whenever there is room at the table.", Maureen Reddington-Wilde (m)
690,Sun,1:00 PM,5hr,Harbor Ballroom I,Gaming,Board Game,Welcome,Ogre board game,"Steve Jackson Games’ Ogre is still going strong since 1977. Giant cybertanks battle along with infantry and armour in a deadly fast-playing game. Help playtest new scenarios on new maps with plastic miniatures. Veterans and novices alike are welcome to enjoy this classic. Help develop the gaming world of the future, today! The scenarios will be submitted for publication in Ogrezine. Stay for as many games as you like; new players may join whenever there is room at the table.", Maureen Reddington-Wilde (m)
691,Fri,6:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,The Green Dragon of Bywater (The One Ring),"Some of the Bounders have noticed a troubling change in the shire. Lots of visitors have been coming by since the return of Bilbo from foreign parts. This latest development is rather queer though. A moving tree? Now its just tavern nonsense right now but the last time the trees moved in Bree it was quite dangerous. A fella should come and take a look. I mean not me as I have to get home to Primrose and its late, but maybe some of the travelers.", Michael Dlott (m)
692,Sat,2:00 PM,4hr,Harbor Ballroom I,Gaming,Board Game,PG,Lords of Waterdeep,"A Euro style scoring worker placement game with a Dungeons and Dragons feel to it. In Lords of Waterdeep, a strategy board game for 3-6 players, you take on the role of one of the masked Lords of Waterdeep, Through your agents, you recruit adventurers to go on quests on your behalf, earning rewards and increasing your influence over the city.", Michael Sharrow (m)
693,Sun,4:00 PM,3hr,Harbor Ballroom I,Gaming,Board Game,Welcome,Pie Rats and Pitman,"Pie Rats of the Carob Bean Farm: you're a ""Pie Rat"", trying to steal the Farmer's Wife's pies. Gather a crew, choose your moment, and strike! But beware, there are others just like you, angling for the same pies! And let's not forget the Farmer's Wife.  Pitman: a betting, bluffing, card and dice rolling game with a unique set of game mechanics. Great art and gameplay. ", Michael Sharrow (m)
698,Fri,7:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,Not Allowed,Strange Beasts (Call of Cthulhu) (18+),"Japan, 1550 A.D. An onmyōji, a specialist in divination, predicts a great evil may soon rise in the Pacific, threatening Japan, as well as the rest of the world. An eclectic team has been formed, including samurai, ninja, monks, and others, to thwart this peril. However, why does the solution involve a gorilla and a whale? 18+ only.", Richard B. Auffrey (m)
699,Sun,4:00 PM,3hr,Harbor Ballroom I,Gaming,Board Game,Welcome,Pokemon TCG - Learn to Play and Tournament,Become a Pokémon Trainer and battle against another Trainer using awesome Pokémon in the Pokémon TCG! Trainers use attacks to knock each other’s Pokémon out and claim Prize cards. The first to take all six Prize cards to win the game.  Beginner theme deck tournament to follow., Rob Castiello (m)
701,Sat,10:00 AM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,PG-13,Saga of the Goblin Horde (Savage Worlds),"Episodes 1 & 2 of Zadmar's ""Saga of the Goblin Horde,"" updated to the new SWADE rules. Players take on the role of goblin bosses leading hordes of underlings to wage war on those vile, tiny-headed humans.", Robert Ursini (m)
702,Sat,8:00 PM,3hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Savage Worlds: Relics and Rayguns,"Savage Worlds: Relics and Rayguns takes players into a far future where wormhole networks left behind by an ancient alien civilization connect millions of alien races, and where faster-than-light social networking is king. Players build their character's reputations by undertaking dangerous expeditions into lost alien monuments, seeking fame and lost technologies, and broadcasting the results in real-time to their fanbase.", Scott Marchand Davis (m)
703,Sun,2:00 PM,3hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,Savage Worlds: Legion of Liberty,"In Legion of Liberty: Superheroes of 1776, you play superhumans fighting for the colonial rebellion against the tyrannical British. The British, however, have their own superhumans to bring to the battlefield - the notorious Greycoats. Fight in key battles of the American Revolution and help determine the course of history!", Scott Marchand Davis (m)
704,Fri,3:00 PM,4hr,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,THE ALCUBIERRE (Star Trek Adventures),"""In their first assignment, the Player Characters must make
contact with and recover the U.S.S. Alcubierre, a test-bed
for a new type of warp drive.""",  Wesley Toma-Lee (m)
705,Sat,10:00 AM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,WE ARE NOT OURSELVES (Star Trek Adventures),Players will have an alien mystery to follow and investigate,  Wesley Toma-Lee (m)
706,Sun,10:00 AM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,Welcome,THE PIERCED VEIL (Star Trek Adventures),"Part three brings the campaign to a dramatic conclusion, with the Players tackling the alien scheme head on, they will have to make difficult decisions that will tackle their moral perspective.",  Wesley Toma-Lee (m)
707,Sat,12:00 PM,5hr,Harbor Prefunction,Gaming,Board Game,PG,Wacky Max 1968,"Wacky Races meets Mad Max — in a dystopian world of 1960s Saturday morning cartoons, join the most daredevil group of daffy drivers to ever whirl their wheels in the way-out heavily-armed wacky races. Test your driving and combat skills with modified Wacky Races model cars on the tabletop using the fast-playing Maximillian 1934 Pulp-Action Road Rage Rules for miniatures gaming. Compete for the title of worlds wackiest road rage racer!", Maureen Reddington-Wilde (m)
708,Sat,6:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Board Game,Welcome,MtG Channeled Cube Draft,"""A wild, casual experience in Magic drafting, the Channeled Cube has been curated and fine tuned for years now.

This cube features """"modifiers"""" that change cards in a variety of ways, keeping things fresh every draft, as well as rules updates that make the game even more fun. No more will players be mana screwed or mana flooded when any spell can also be a land!""", Chris Ramsley (m)
709,Mon,1:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Board Game,Welcome,Pokemon TCG Cube Draft,"""Play the Pokemon TCG without the need to buy your own expensive cards! In this draft, you'll pick your cards and build your deck, then play some casual games with other drafters.

In this cube, """"mutant evolution"""" is used, which means Pokemon evolve by type instead of by species, so your Squirtle could evolve into a Gyarados, and then into a Feraligator! This makes drafting function perfectly in a game that doesn't usually support drafts very well.""", Chris Ramsley (m)
710,Fri,9:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,PG-13,Card Masters! (Apocalypse),"""In the underground arenas of Kado City, illegal duels take place using the most dangerous and deadly magic around: the Card Masters(tm) collectable trading card game! Immerse yourselves in a seedy world of black market deals,  assassinations, and card games.

Card Masters is a roleplaying game in which your characters play a trading card game, the rules of which are dubious and mostly improvised by the players. You'll have cards as props, but dice determine the results of actions.""", Chris Ramsley (m)
711,Sun,6:00 PM,4hr 30min,Harbor Ballroom I,Gaming,Tabletop RPG,PG-13,Reminiscence Virtua RPG (Apocalypse),"""In a future rebuilding after calamity, ancient technology is the key to survival. But this power can only be accessed through dangerously real virtual reality systems called Virtues. As """"dreamers,"""" it's your job to find, secure, and maintain these Virtues.

Inspired by real dreams, Reminiscence Virtua blends the post-apocalyptic and cyberpunk genres into a decidedly surrealist experience.""", Chris Ramsley (m)
712,Sat,7:00 PM,1hr 15min,Harbor Ballroom II-III,Art & Maker,Participatory Event,Welcome,Art Show- Open House for Fans with Disabilities,The Art Show will be open for people who use mobility devices to navigate or who otherwise need an uncrowded space to navigate the Art Show,
714,Sun,8:30 PM,1hr 15min,Alcott,Theater,Performance,Welcome,Starship Magic,S’kai of Vulcan is here to thrill and confound the Arisia Community with a performance of stunning magical illusions. , Dr. Willie Yee
716,Sun,1:00 PM,1hr 30min,Commonwealth Ballroom ABC,Dance,Dance (Participatory),Welcome,Feed Your Inner Demons - A Journey Dance,"JourneyDance™ is a gently guided free-form movement modality where you simply cannot do it wrong!  Dance to sci-fi themed music as you journey through different movement styles and emotions.  A guided visualization will take you to meet and befriend your inner demons in a movement based adaptation of an ancient Buddhist practice.   Dress in comfortable clothes for moving and stretching, including some floor stretches.", Caroline Meeks (m)
717,Sun,9:00 AM,4hr 30min,Harbor Ballroom I,Gaming,Board Game,PG,MtG Cube Draft				,Cube draft is a collection of MTG cards specifically curated for a custom draft format.  Once drafted the game will break off into two 4 player games.  A second round can be played if there is interest.   INCLUDES PRIZE SUPPORT FOR WINNERS!!!, Alan Betts (m)
718,Sat,5:30 PM,1hr 15min,Harbor Ballroom II-III,Art & Maker,Participatory Event,Welcome,Kristina Carroll Tour of the Art Show,"Tour the Art Show with our Artist Guest of Honor, Kristina Carroll!", Kristina Carroll
719,Fri,4:00 PM,1hr 45min,Griffin,Anime,Projected Media,Welcome,Tenchi Universe (Episodes 1-4),"Ordinary teenager Tenchi Masaki finds his life turned upside down when a space pirate Ryoko, space princess Ayeka, and galactic police officer Mihoshi come crashing into his life. Screened in Japanese with English subtitles. (1995, TV-14)",
720,Fri,5:45 PM,2hr,Griffin,Anime,Projected Media,Welcome,FLCL Part 1 (Episodes 1-3),"12-year-old Naota Nandaba's life in the city of Mabase is interrupted by the arrival of a Vespa-riding maniac named Haruko Haruhara, who draws him into a world of galactic intrigue and robots. Screened in Japanese with English subtitles. (2000-2001, TV-14)",
721,Fri,7:45 PM,2hr 15min,Griffin,Video,Projected Media,Welcome,Captain Marvel,"Set in the 1990s, Marvel Studios' Captain Marvel follows the journey of Carol Danvers as she becomes one of the universe's most powerful heroes. While a galactic war between two alien races reaches Earth, Danvers finds herself and a small cadre of allies at the center of the maelstrom. (2019, PG-13)",
722,Fri,10:00 PM,1hr 45min,Griffin,Video,Projected Media,Welcome,Edward Scissorhands,"In Tim Burton's 1990 breakout film. Johnny Depp plays an artificial man named Edward, an unfinished creation who has scissor blades instead of hands. The young man is taken in by a suburban family and falls in love with their teenage daughter Kim (Winona Ryder). (1990, PG-13)",
723,Fri,11:45 PM,2hr 15min,Griffin,Video,Projected Media,Welcome,Rollerball,"A movie about men fighting while racing on roller skates.  Much better than ""Starlight Express"". (1975, R)",
725,Sat,8:00 AM,2hr,Griffin,Video,Projected Media,Targeted,Animaniacs,"Warner Brothers' anarchic 1990s TV masterpiece abounds with falling anvils, pop culture parodies, megalomaniac lab mice, and more. (1993-1998, TV-Y7)",
726,Sat,10:00 AM,2hr,Griffin,Video,Projected Media,Targeted,Ducktales: The Treasure of the Golden Suns Arc,"Marked by its spot-on blend of adventure, humor, and high quality animation, Disney's Ducktales kicked off the renaissance of high-quality TV cartoons of the 80s and 90s. In this initial pilot arc, Donald Duck's nephews are sent to live with their Uncle Scrooge,  where they discover a model ship that contains a map to a treasure. (1987, TV-G)",
727,Sat,12:00 PM,2hr,Griffin,Anime,Projected Media,Welcome,Mushi-shi ,"Ginko is a ""Mushi-shi"" who travels around to investigate and find out more about the ""Mushi"", strange creatures which resemble the primeval body of life. In the process, he also lends a helping hand to people who face problems with supernatural occurrences which may be  related to the ""Mushi"". Screened in Japanese with English subtitles (2005, TV-14)",
728,Sat,2:00 PM,2hr,Griffin,Anime,Projected Media,Welcome,FLCL Part 2 (Episodes 4-6),"Naota's life keeps getting stranger as robots keep popping out of his head and the forces of the sinister Medical Mechanica start to make their move. Screened in Japanese with English subtitles. (2000-2001, TV-14)",
